ТИК,УИК,"Число избирателей, включенных в список избирателей","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",Число погашенных избирательных бюллетеней,Число избирательных бюллетеней в переносных ящиках для голосования,Число бюллетеней в стационарных ящиках для голосования,Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Даванков Владислав Андреевич,Даванков Владислав Андреевич (%),Путин Владимир Владимирович,Путин Владимир Владимирович (%),Слуцкий Леонид Эдуардович,Слуцкий Леонид Эдуардович (%),Харитонов Николай Михайлович,Харитонов Николай Михайлович (%)
Лобненская городская,УИК №1310,1399,1250,0,962,10,278,10,941,4,947,0,0,25,2.63,808,84.96,49,5.15,65,6.83
Лобненская городская,УИК №1311,1571,1400,0,1051,29,320,29,1051,31,1049,0,0,56,5.19,922,85.37,21,1.94,50,4.63
Лобненская городская,УИК №1312,1884,1650,0,1291,14,345,14,1276,4,1286,0,0,59,4.57,1088,84.34,53,4.11,86,6.67
Лобненская городская,УИК №1313,761,600,0,529,6,65,6,518,3,521,0,0,30,5.73,443,84.54,21,04.01,27,5.15
Лобненская городская,УИК №1314,1346,1150,0,939,10,201,10,928,5,933,0,0,51,5.44,786,83.8,46,4.9,50,5.33
Лобненская городская,УИК №1315,1365,1200,0,951,10,239,10,931,5,936,0,0,29,03.08,785,83.42,54,5.74,68,7.23
Лобненская городская,УИК №1316,1368,1100,0,969,10,121,10,955,5,960,0,0,41,4.25,807,83.63,43,4.46,69,7.15
Лобненская городская,УИК №1317,2085,1750,0,1477,15,258,15,1460,5,1470,0,0,82,5.56,1228,83.25,67,4.54,93,6.31
Лобненская городская,УИК №1318,1778,1600,0,1135,44,421,44,1135,30,1149,0,0,80,6.79,1001,84.9,25,2.12,43,3.65
Лобненская городская,УИК №1319,2140,1850,0,1482,15,353,15,1469,4,1480,0,0,64,4.31,1254,84.5,76,5.12,86,5.8
Лобненская городская,УИК №1320,1877,1650,0,1283,13,354,13,1268,3,1278,0,0,22,1.72,1092,85.25,66,5.15,98,7.65
Лобненская городская,УИК №1321,1596,1200,0,1051,22,127,22,1051,19,1054,0,0,66,6.15,895,83.41,44,4.1,49,4.57
Лобненская городская,УИК №1322,1629,1450,0,1120,12,318,12,1103,5,1110,0,0,30,2.69,932,83.59,67,06.01,81,7.26
Лобненская городская,УИК №1323,1934,1650,0,1351,14,285,14,1333,4,1343,0,0,64,4.75,1142,84.78,50,3.71,87,6.46
Лобненская городская,УИК №1324,1613,1400,0,1118,11,271,11,1101,5,1107,0,0,66,5.94,935,84.08,46,4.14,60,5.4
Лобненская городская,УИК №1325,2037,1850,0,1393,14,443,14,1393,32,1375,0,0,172,12.22,1102,78.32,53,3.77,48,3.41
Лобненская городская,УИК №1326,2258,2050,0,1604,34,412,34,1604,41,1597,0,0,134,8.18,1366,83.39,40,2.44,57,3.48
Лобненская городская,УИК №1327,1716,1500,0,1193,12,295,12,1176,4,1184,0,0,34,2.86,1015,85.44,54,4.55,81,6.82
Лобненская городская,УИК №1328,1477,1250,0,1008,11,231,11,995,4,1002,0,0,16,1.59,859,85.39,56,5.57,71,07.06
Лобненская городская,УИК №1329,1223,1050,0,847,9,194,9,836,3,842,0,0,8,0.95,715,84.62,44,5.21,75,8.88
Лобненская городская,УИК №1330,1340,1150,0,910,9,231,9,910,25,894,0,0,65,07.07,759,82.59,34,3.7,36,3.92
Лобненская городская,УИК №1331,1350,1100,0,987,17,96,17,987,19,985,0,0,82,8.17,825,82.17,32,3.19,46,4.58
Лобненская городская,УИК №1332,1643,1400,0,1124,12,264,12,1107,5,1114,0,0,45,04.02,944,84.36,54,4.83,71,6.34
Лобненская городская,УИК №1333,1959,1800,0,1359,14,427,14,1338,5,1347,0,0,51,3.77,1121,82.91,76,5.62,99,7.32
Лобненская городская,УИК №1334,1828,1600,0,1255,13,332,13,1240,4,1249,0,0,13,01.04,1061,84.68,76,06.07,99,7.9
Лобненская городская,УИК №1335,2230,2000,0,1535,16,449,16,1512,5,1523,0,0,71,4.65,1287,84.23,78,5.1,87,5.69
Лобненская городская,УИК №1336,1800,1600,0,1009,187,404,187,1009,28,1168,0,0,61,5.1,994,83.11,54,4.52,59,4.93
Лобненская городская,УИК №1337,1789,1450,0,1185,77,188,77,1185,33,1229,0,0,80,6.34,1065,84.39,33,2.61,51,04.04
Лобненская городская,УИК №1338,1860,1650,0,1276,13,361,13,1253,5,1261,0,0,33,2.61,1070,84.52,67,5.29,91,7.19
Лобненская городская,УИК №1339,1132,1050,0,784,8,258,8,771,4,775,0,0,4,0.51,655,84.08,51,6.55,65,8.34
Лобненская городская,УИК №1340,1425,1200,0,976,10,214,10,959,4,965,0,0,10,01.03,798,82.35,100,10.32,57,5.88
Лобненская городская,УИК №1341,342,250,0,245,3,2,3,235,3,235,0,0,1,0.42,201,84.45,14,5.88,19,7.98
Лобненская городская,УИК №4206,2421,2000,0,1732,18,250,18,1716,4,1730,0,0,78,4.5,1466,84.54,76,4.38,110,6.34
Лосино-Петровская городская,УИК №1342,1301,1150,0,844,145,161,145,844,0,989,0,0,29,2.93,843,85.24,43,4.35,74,7.48
Лосино-Петровская городская,УИК №1343,1284,1100,0,862,110,128,110,862,0,972,0,0,29,2.98,826,84.98,41,4.22,76,7.82
Лосино-Петровская городская,УИК №1344,1326,1150,0,985,20,145,20,985,0,1005,0,0,30,2.99,857,85.27,40,3.98,78,7.76
Лосино-Петровская городская,УИК №1345,1242,1050,0,816,124,110,124,816,0,940,0,0,28,2.98,799,85,42,4.47,71,7.55
Лосино-Петровская городская,УИК №1346,1345,1100,0,1004,12,84,12,1004,0,1016,0,0,30,2.95,864,85.04,46,4.53,76,7.48
Лосино-Петровская городская,УИК №1347,2124,1750,0,1489,176,85,176,1489,19,1646,0,0,42,2.52,1402,84.2,70,4.2,132,7.93
Лосино-Петровская городская,УИК №1348,1944,1700,0,1323,97,280,97,1323,0,1420,0,0,34,2.39,1193,84.01,57,04.01,136,9.58
Лосино-Петровская городская,УИК №1349,1393,1150,0,889,163,98,163,889,0,1052,0,0,32,03.04,894,84.98,47,4.47,79,7.51
Лосино-Петровская городская,УИК №1350,1497,1400,0,942,160,298,160,942,0,1102,0,0,30,2.72,940,85.3,50,4.54,82,7.44
Лосино-Петровская городская,УИК №3471,3116,2200,0,1833,85,282,85,1833,0,1918,0,0,41,2.14,1631,85.04,93,4.85,153,7.98
Лосино-Петровская городская,УИК №3472,1610,1300,0,1197,4,99,4,1197,0,1201,0,0,23,1.92,1023,85.18,59,4.91,96,7.99
Лосино-Петровская городская,УИК №3473,1909,1700,0,1275,157,268,157,1275,0,1432,0,0,42,2.93,1223,85.41,62,4.33,105,7.33
Лосино-Петровская городская,УИК №3474,938,800,0,619,94,87,94,619,0,713,0,0,34,4.77,599,84.01,23,3.23,57,7.99
Лосино-Петровская городская,УИК №3475,815,850,0,546,90,214,90,546,0,636,0,0,20,3.14,547,86.01,18,2.83,51,08.02
Лосино-Петровская городская,УИК №3476,318,300,0,198,60,42,60,198,3,255,0,0,9,3.49,219,84.88,8,3.1,19,7.36
Лосино-Петровская городская,УИК №3477,2086,1800,0,1720,4,76,4,1720,0,1724,0,0,52,03.02,1465,84.98,78,4.52,129,7.48
Лосино-Петровская городская,УИК №3478,1943,1700,0,1490,35,175,35,1490,0,1525,0,0,43,2.82,1312,86.03,64,4.2,106,6.95
Лосино-Петровская городская,УИК №3479,1340,1100,0,860,158,82,158,860,22,996,0,0,24,2.36,876,86.05,36,3.54,60,5.89
Лосино-Петровская городская,УИК №3480,1397,1250,0,1088,90,72,90,1088,24,1154,0,0,33,2.8,992,84.21,48,04.07,81,6.88
Лосино-Петровская городская,УИК №3481,572,450,0,414,26,10,26,414,14,426,0,0,10,2.27,394,89.55,8,1.82,14,3.18
Лосино-Петровская городская,УИК №3482,849,750,0,583,76,91,76,583,0,659,0,0,20,03.03,560,84.98,30,4.55,49,7.44
Лосино-Петровская городская,УИК №4141,1404,1100,0,1042,26,32,26,1042,11,1057,0,0,26,2.43,919,86.05,43,04.03,69,6.46
Лосино-Петровская городская,УИК №4160,1478,1300,0,1160,8,132,8,1160,16,1152,0,0,30,2.57,1002,85.79,41,3.51,79,6.76
Лосино-Петровская городская,УИК №4161,1342,1200,0,1049,27,124,27,1049,7,1069,0,0,48,4.46,902,83.83,34,3.16,85,7.9
Лосино-Петровская городская,УИК №4162,1718,1500,0,1351,14,135,14,1351,30,1335,0,0,37,2.71,1136,83.22,60,4.4,102,7.47
Лотошинская городская,УИК №1351,1270,1360,0,1132,47,181,47,1132,10,1169,0,0,29,2.46,1034,87.7,59,5,47,3.99
Лотошинская городская,УИК №1352,1215,1290,0,1085,42,163,42,1085,32,1095,0,0,29,2.57,1011,89.71,22,1.95,33,2.93
Лотошинская городская,УИК №1353,1270,1350,0,1125,43,182,43,1125,3,1165,0,0,9,0.77,1115,95.46,24,02.05,17,1.46
Лотошинская городская,УИК №1354,1716,1830,0,1531,63,236,63,1531,0,1594,0,0,10,0.63,1550,97.24,20,1.25,14,0.88
Лотошинская городская,УИК №1355,895,940,0,780,52,108,52,780,16,816,0,0,35,4.21,667,80.17,58,6.97,56,6.73
Лотошинская городская,УИК №1356,458,480,0,400,29,51,29,400,5,424,0,0,5,1.17,393,91.61,15,3.5,11,2.56
Лотошинская городская,УИК №1357,337,335,0,283,27,25,27,283,6,304,0,0,8,2.58,269,86.77,15,4.84,12,3.87
Лотошинская городская,УИК №1358,416,435,0,351,35,49,35,351,2,384,0,0,10,2.59,347,89.9,6,1.55,21,5.44
Лотошинская городская,УИК №1359,807,900,0,694,61,145,61,694,11,744,0,0,38,05.03,621,82.25,43,5.7,42,5.56
Лотошинская городская,УИК №1360,605,640,0,474,83,83,83,474,14,543,0,0,14,2.51,498,89.41,13,2.33,18,3.23
Лотошинская городская,УИК №1361,498,500,0,335,128,37,128,335,2,461,0,0,12,2.59,407,87.9,23,4.97,19,4.1
Лотошинская городская,УИК №1362,976,1000,0,751,157,92,157,751,14,894,0,0,27,2.97,816,89.87,29,3.19,22,2.42
Лотошинская городская,УИК №1363,660,670,0,581,32,57,32,581,5,608,0,0,15,2.45,537,87.6,31,05.06,25,04.08
Лотошинская городская,УИК №1364,279,260,0,231,28,1,28,231,8,251,0,0,6,2.32,222,85.71,13,05.02,10,3.86
Луховицкая городская,УИК №1365,1100,1030,0,776,50,204,50,776,10,816,0,0,49,5.93,699,84.62,24,2.91,44,5.33
Луховицкая городская,УИК №1366,234,268,0,98,84,86,84,98,3,179,0,0,12,6.59,155,85.16,3,1.65,9,4.95
Луховицкая городская,УИК №1367,2305,1997,0,1654,49,294,49,1654,43,1660,0,0,79,4.64,1451,85.2,59,3.46,71,4.17
Луховицкая городская,УИК №1369,1355,1386,0,1123,197,66,197,1123,0,1320,0,0,1,0.08,1278,96.82,23,1.74,18,1.36
Луховицкая городская,УИК №1370,1166,1109,0,1040,34,35,34,1040,0,1074,0,0,2,0.19,1017,94.69,27,2.51,28,2.61
Луховицкая городская,УИК №1371,1035,1004,0,953,5,46,5,953,2,956,0,0,3,0.31,915,95.51,21,2.19,17,1.77
Луховицкая городская,УИК №1372,1765,1730,0,896,74,760,74,895,13,956,0,0,44,4.54,809,83.49,41,4.23,62,6.4
Луховицкая городская,УИК №1374,1103,1038,0,845,148,45,148,845,2,991,0,0,4,0.4,956,96.27,15,1.51,16,1.61
Луховицкая городская,УИК №1375,1911,1802,0,1329,177,296,177,1329,26,1480,0,0,82,5.44,1305,86.65,34,2.26,59,3.92
Луховицкая городская,УИК №1378,1786,1725,0,1362,29,334,29,1362,17,1374,0,0,47,3.38,1209,86.92,36,2.59,82,5.9
Луховицкая городская,УИК №1379,1851,1802,0,1699,60,43,60,1699,4,1755,0,0,2,0.11,1701,96.7,25,1.42,27,1.53
Луховицкая городская,УИК №1380,2028,1889,0,1294,123,472,123,1294,27,1390,0,0,81,5.72,1193,84.19,42,2.96,74,5.22
Луховицкая городская,УИК №1383,2080,1872,0,1831,22,19,22,1831,0,1853,0,0,3,0.16,1765,95.25,45,2.43,40,2.16
Луховицкая городская,УИК №1385,2082,1927,0,1584,81,262,81,1584,4,1661,0,0,57,3.42,1529,91.83,34,02.04,41,2.46
Луховицкая городская,УИК №1387,315,315,0,279,26,10,26,279,0,305,0,0,1,0.33,292,95.74,7,2.3,5,1.64
Луховицкая городская,УИК №1389,408,392,0,301,82,9,82,301,0,383,0,0,0,0,365,95.3,7,1.83,11,2.87
Луховицкая городская,УИК №1390,373,343,0,298,40,5,40,298,0,338,0,0,2,0.59,324,95.86,5,1.48,7,02.07
Луховицкая городская,УИК №1392,770,714,0,540,171,3,171,540,0,711,0,0,1,0.14,695,97.75,9,1.27,6,0.84
Луховицкая городская,УИК №1394,943,882,0,547,175,160,175,543,11,707,0,0,26,3.62,640,89.14,16,2.23,25,3.48
Луховицкая городская,УИК №1395,737,667,0,462,95,110,95,462,11,546,0,0,27,4.85,476,85.46,20,3.59,23,4.13
Луховицкая городская,УИК №1396,555,466,0,433,26,7,26,433,0,459,0,0,0,0,439,95.64,12,2.61,8,1.74
Луховицкая городская,УИК №1397,479,451,0,293,83,75,83,293,4,372,0,0,4,01.06,346,92.02,9,2.39,13,3.46
Луховицкая городская,УИК №1398,890,822,0,536,151,135,151,536,12,675,0,0,26,3.78,602,87.63,13,1.89,34,4.95
Луховицкая городская,УИК №1400,1240,1033,0,773,182,78,182,773,16,939,0,0,33,3.46,827,86.6,45,4.71,34,3.56
Луховицкая городская,УИК №1401,758,798,0,527,68,203,68,527,15,580,0,0,17,2.86,518,87.06,18,03.03,27,4.54
Луховицкая городская,УИК №1402,527,506,0,270,133,103,133,270,5,398,0,0,23,5.71,336,83.37,21,5.21,18,4.47
Луховицкая городская,УИК №1403,679,688,0,430,140,118,140,430,19,551,0,0,17,2.98,512,89.82,13,2.28,9,1.58
Луховицкая городская,УИК №1404,770,798,0,422,286,90,286,422,9,699,0,0,21,2.97,624,88.14,26,3.67,28,3.95
Луховицкая городская,УИК №1405,498,438,0,370,62,6,62,370,0,432,0,0,0,0,416,96.3,13,03.01,3,0.69
Луховицкая городская,УИК №1406,403,358,0,261,82,15,82,261,0,343,0,0,2,0.58,317,92.42,10,2.92,14,04.08
Луховицкая городская,УИК №1407,296,286,0,207,33,46,33,207,19,221,0,0,0,0,219,91.25,0,0,2,0.83
Луховицкая городская,УИК №1408,396,378,0,308,60,10,60,308,1,367,0,0,0,0,345,93.75,7,1.9,15,04.08
Луховицкая городская,УИК №1409,586,546,0,376,54,116,54,376,7,423,0,0,23,5.35,368,85.58,12,2.79,20,4.65
Луховицкая городская,УИК №1411,814,778,0,513,136,129,136,513,15,634,0,0,21,3.24,568,87.52,11,1.69,34,5.24
Луховицкая городская,УИК №1412,731,682,0,476,104,102,104,476,14,566,0,0,10,1.72,531,91.55,7,1.21,18,3.1
Луховицкая городская,УИК №1414,134,114,0,75,32,7,32,75,0,107,0,0,0,0,98,91.59,4,3.74,5,4.67
Луховицкая городская,УИК №1415,224,210,0,118,58,34,58,118,0,176,0,0,2,1.14,163,92.61,3,1.7,8,4.55
Луховицкая городская,УИК №1416,427,376,0,277,51,48,51,277,1,327,0,0,1,0.3,301,91.77,2,0.61,23,07.01
Луховицкая городская,УИК №1417,516,482,0,303,88,91,88,303,11,380,0,0,5,1.28,345,88.24,10,2.56,20,5.12
Луховицкая городская,УИК №1418,223,200,0,103,78,19,78,103,0,181,0,0,2,1.1,169,93.37,4,2.21,6,3.31
Луховицкая городская,УИК №1420,2263,2121,0,1521,189,411,189,1521,29,1681,0,0,32,1.87,1518,88.77,43,2.51,88,5.15
Луховицкая городская,УИК №1421,695,628,0,415,114,99,114,415,11,518,0,0,13,2.46,477,90.17,14,2.65,14,2.65
Луховицкая городская,УИК №1422,303,258,0,187,49,22,49,187,0,236,0,0,1,0.42,215,91.1,2,0.85,18,7.63
Луховицкая городская,УИК №1424,1383,1277,0,973,70,234,70,973,15,1028,0,0,14,1.34,941,90.22,18,1.73,55,5.27
Лыткаринская городская,УИК №1425,1734,1700,0,1128,23,549,23,1128,0,1151,0,0,26,2.26,978,84.97,43,3.74,104,09.04
Лыткаринская городская,УИК №1426,1823,1700,0,1126,15,559,15,1126,0,1141,0,0,70,6.13,970,85.01,26,2.28,75,6.57
Лыткаринская городская,УИК №1427,1715,1600,0,1137,25,438,25,1137,11,1151,0,0,45,3.87,985,84.77,41,3.53,80,6.88
Лыткаринская городская,УИК №1428,1648,1500,0,1143,11,346,11,1143,0,1154,0,0,46,3.99,981,85.01,46,3.99,81,07.02
Лыткаринская городская,УИК №1429,1698,1600,0,1177,12,411,12,1177,4,1185,0,0,47,3.95,1012,85.11,43,3.62,83,6.98
Лыткаринская городская,УИК №1430,1577,1400,0,983,29,388,29,983,6,1006,0,0,42,4.15,856,84.58,38,3.75,70,6.92
Лыткаринская городская,УИК №1431,1811,1700,0,1317,27,356,27,1317,10,1334,0,0,53,3.94,1133,84.3,55,04.09,93,6.92
Лыткаринская городская,УИК №1432,1527,1500,0,1039,31,430,31,1039,1,1069,0,0,42,3.93,910,85.05,42,3.93,75,07.01
Лыткаринская городская,УИК №1433,1700,1600,0,867,334,399,334,867,16,1185,0,0,56,4.66,1048,87.26,25,02.08,56,4.66
Лыткаринская городская,УИК №1434,1798,1700,0,1256,24,420,24,1256,0,1280,0,0,51,3.98,1088,85,52,04.06,89,6.95
Лыткаринская городская,УИК №1435,1932,1800,0,1257,26,517,26,1257,30,1253,0,0,60,4.68,1065,83.01,45,3.51,83,6.47
Лыткаринская городская,УИК №1436,1053,1000,0,753,14,233,14,753,16,751,0,0,31,04.04,633,82.53,32,4.17,55,7.17
Лыткаринская городская,УИК №1437,1553,1400,0,1064,24,312,24,1064,0,1088,0,0,43,3.95,925,85.02,44,04.04,76,6.99
Лыткаринская городская,УИК №1438,1326,1200,0,953,8,239,8,953,2,959,0,0,35,3.64,817,85.02,40,4.16,67,6.97
Лыткаринская городская,УИК №1439,1198,1100,0,579,217,304,217,579,14,782,0,0,52,6.53,667,83.79,15,1.88,48,06.03
Лыткаринская городская,УИК №1440,1355,1300,0,933,23,344,23,933,6,950,0,0,33,3.45,817,85.46,42,4.39,58,06.07
Лыткаринская городская,УИК №1441,1567,1500,0,1092,9,399,9,1092,0,1101,0,0,33,2.99,936,85.01,44,3.99,88,7.99
Лыткаринская городская,УИК №1442,1642,1500,0,1105,62,333,62,1105,21,1146,0,0,55,4.71,975,83.55,43,3.68,73,6.26
Лыткаринская городская,УИК №1443,1834,1700,0,761,369,570,369,761,22,1108,0,0,92,8.14,894,79.12,44,3.89,78,6.9
Лыткаринская городская,УИК №1444,1803,1600,0,1189,74,337,74,1189,13,1250,0,0,56,4.43,1063,84.16,50,3.96,81,6.41
Лыткаринская городская,УИК №3822,1935,1800,0,881,437,482,437,881,22,1296,0,0,81,6.15,1147,87.03,29,2.2,39,2.96
Лыткаринская городская,УИК №3823,1084,1000,0,717,11,272,11,717,11,717,0,0,30,4.12,617,84.75,19,2.61,51,07.01
Лыткаринская городская,УИК №3824,1157,1100,0,791,21,288,21,791,19,793,0,0,32,3.94,674,83,32,3.94,55,6.77
Люберецкая городская,УИК №1445,1411,1250,0,1246,4,0,4,1246,23,1227,0,0,5,0.4,1027,82.16,75,6,120,9.6
Люберецкая городская,УИК №1446,1865,1800,0,1747,6,47,6,1741,5,1742,0,0,14,0.8,1610,92.16,103,5.9,15,0.86
Люберецкая городская,УИК №1447,1016,900,0,476,220,204,219,476,20,675,0,0,42,06.04,581,83.6,28,04.03,24,3.45
Люберецкая городская,УИК №1448,709,700,0,570,71,59,71,570,6,635,0,0,30,4.68,582,90.8,9,1.4,14,2.18
Люберецкая городская,УИК №1449,1103,1100,0,956,68,76,68,956,10,1014,0,0,23,2.25,757,73.93,78,7.62,156,15.23
Люберецкая городская,УИК №1450,1082,1050,0,745,181,124,181,745,16,910,0,0,40,4.32,827,89.31,15,1.62,28,03.02
Люберецкая городская,УИК №1451,1181,1150,0,860,84,206,84,860,0,944,0,0,2,0.21,767,81.25,30,3.18,145,15.36
Люберецкая городская,УИК №1452,1006,1000,0,712,43,245,43,712,0,755,0,0,4,0.53,642,85.03,97,12.85,12,1.59
Люберецкая городская,УИК №1453,1069,1050,0,934,13,103,13,934,8,939,0,0,14,1.48,865,91.34,56,5.91,4,0.42
Люберецкая городская,УИК №1454,1400,1400,0,898,449,53,449,820,16,1253,0,0,40,3.15,1162,91.57,21,1.65,30,2.36
Люберецкая городская,УИК №1455,963,950,0,869,8,73,8,869,1,876,0,0,4,0.46,806,91.9,52,5.93,14,1.6
Люберецкая городская,УИК №1456,657,600,0,493,36,71,36,493,10,519,0,0,34,6.43,466,88.09,6,1.13,13,2.46
Люберецкая городская,УИК №1457,708,650,0,561,21,68,21,561,14,568,0,0,28,4.81,519,89.18,8,1.37,13,2.23
Люберецкая городская,УИК №1458,1138,1100,0,866,21,213,21,866,8,879,0,0,41,4.62,747,84.22,72,8.12,19,2.14
Люберецкая городская,УИК №1459,971,950,0,744,14,192,14,744,16,742,0,0,31,04.09,632,83.38,50,6.6,29,3.83
Люберецкая городская,УИК №1460,1376,1200,0,1030,170,0,170,1030,0,1200,0,0,2,0.17,1004,83.67,72,6,122,10.17
Люберецкая городская,УИК №1461,1348,1250,0,1024,41,185,41,1024,10,1055,0,0,21,1.97,916,86.01,75,07.04,43,04.04
Люберецкая городская,УИК №1462,1353,1300,0,728,186,386,186,728,25,889,0,0,58,6.35,765,83.7,22,2.41,44,4.81
Люберецкая городская,УИК №1463,1275,1200,0,457,21,722,21,457,22,456,0,0,44,9.21,361,75.52,21,4.39,30,6.28
Люберецкая городская,УИК №1464,2051,1950,0,1498,392,60,392,1498,0,1890,0,0,20,01.06,1721,91.06,87,4.6,62,3.28
Люберецкая городская,УИК №1465,1835,1800,0,1434,255,111,255,1434,28,1661,0,0,17,01.01,1530,90.59,65,3.85,49,2.9
Люберецкая городская,УИК №1466,813,800,0,473,200,127,200,473,17,656,0,0,45,6.69,537,79.79,37,5.5,37,5.5
Люберецкая городская,УИК №1467,2350,2300,0,1855,260,185,260,1855,34,2081,0,0,31,1.47,1903,89.98,84,3.97,63,2.98
Люберецкая городская,УИК №1468,1391,1400,0,659,105,636,105,659,20,744,0,0,50,6.54,621,81.28,20,2.62,53,6.94
Люберецкая городская,УИК №1469,1428,1400,0,1046,110,244,110,1046,3,1153,0,0,20,1.73,1103,95.42,6,0.52,24,02.08
Люберецкая городская,УИК №1470,1347,1300,0,1135,57,108,57,1135,11,1181,0,0,12,01.01,1085,91.02,48,04.03,36,03.02
Люберецкая городская,УИК №1471,1580,1500,0,1100,89,311,89,1100,0,1189,0,0,23,1.93,1082,91,48,04.04,36,03.03
Люберецкая городская,УИК №1472,1267,1250,0,1106,34,110,34,1106,34,1106,0,0,57,5,1003,87.98,15,1.32,31,2.72
Люберецкая городская,УИК №1473,1214,1150,0,1092,13,45,13,1092,11,1094,0,0,11,0.99,1006,91.04,44,3.98,33,2.99
Люберецкая городская,УИК №1474,1140,1150,0,1096,5,49,5,1096,11,1090,0,0,11,0.99,1001,90.92,44,3.99,34,03.09
Люберецкая городская,УИК №1475,1310,1300,0,1107,7,186,7,1107,15,1099,0,0,19,1.71,1005,90.22,51,4.58,24,2.15
Люберецкая городская,УИК №1476,1445,1500,0,1316,8,176,8,1316,13,1311,0,0,14,01.06,1203,90.86,54,04.08,40,03.02
Люберецкая городская,УИК №1477,1338,1250,0,1200,5,45,5,1200,12,1193,0,0,12,0.99,1097,91.04,48,3.98,36,2.99
Люберецкая городская,УИК №1478,1194,1200,0,763,192,245,192,763,4,951,0,0,49,5.13,808,84.61,46,4.82,48,05.03
Люберецкая городская,УИК №1479,1397,1300,0,560,143,597,143,560,9,694,0,0,48,6.83,587,83.5,24,3.41,35,4.98
Люберецкая городская,УИК №1480,1293,1250,0,464,425,361,425,464,29,860,0,0,76,8.55,685,77.05,54,06.07,45,05.06
Люберецкая городская,УИК №1481,1478,1450,0,1320,70,60,70,1320,19,1371,0,0,14,01.01,1254,90.22,55,3.96,48,3.45
Люберецкая городская,УИК №1482,1388,1350,0,1212,92,46,92,1212,16,1288,0,0,13,0.99,1178,90.34,52,3.99,45,3.45
Люберецкая городская,УИК №1483,1482,1400,0,1251,143,6,143,1251,11,1383,0,0,13,0.93,1273,91.32,56,04.02,41,2.94
Люберецкая городская,УИК №1484,1347,1250,0,565,133,552,99,565,8,656,0,0,46,6.93,555,83.58,17,2.56,38,5.72
Люберецкая городская,УИК №1485,1081,1050,0,866,60,124,60,866,15,911,0,0,11,1.19,833,89.96,36,3.89,31,3.35
Люберецкая городская,УИК №1486,1412,1350,0,485,406,459,406,485,16,875,0,0,51,5.72,733,82.27,42,4.71,49,5.5
Люберецкая городская,УИК №1487,1100,1000,0,467,126,407,126,467,14,579,0,0,28,4.72,514,86.68,11,1.85,26,4.38
Люберецкая городская,УИК №1488,1520,1500,0,1258,171,71,171,1258,10,1419,0,0,14,0.98,1305,91.32,57,3.99,43,03.01
Люберецкая городская,УИК №1489,1210,1200,0,960,20,220,20,960,0,980,0,0,5,0.51,950,96.94,15,1.53,10,01.02
Люберецкая городская,УИК №1490,1072,1000,0,843,21,136,21,843,4,860,0,0,7,0.81,795,92.01,34,3.94,24,2.78
Люберецкая городская,УИК №1491,987,950,0,584,21,345,21,584,9,596,0,0,7,1.16,547,90.41,24,3.97,18,2.98
Люберецкая городская,УИК №1492,849,850,0,748,26,76,26,748,5,769,0,0,44,5.68,624,80.62,51,6.59,50,6.46
Люберецкая городская,УИК №1493,1273,1150,0,944,11,195,11,944,30,925,0,0,58,06.07,806,84.4,20,02.09,41,4.29
Люберецкая городская,УИК №1494,2012,1750,0,1719,27,4,27,1719,3,1743,0,0,21,1.2,1496,85.68,67,3.84,159,9.11
Люберецкая городская,УИК №1495,1968,1700,0,1648,5,47,5,1648,6,1647,0,0,15,0.91,1522,92.08,65,3.93,45,2.72
Люберецкая городская,УИК №1496,1530,1450,0,1309,6,135,6,1309,10,1305,0,0,13,0.99,1201,91.33,52,3.95,39,2.97
Люберецкая городская,УИК №1497,2289,2200,0,2104,59,37,59,2104,18,2145,0,0,27,1.25,1989,91.96,73,3.37,56,2.59
Люберецкая городская,УИК №1498,1022,950,0,901,17,32,17,901,11,907,0,0,9,0.98,834,90.85,36,3.92,28,03.05
Люберецкая городская,УИК №1499,1288,1200,0,1136,10,54,10,1136,0,1146,0,0,6,0.52,1054,91.97,77,6.72,9,0.79
Люберецкая городская,УИК №1500,1217,1150,0,1038,58,54,58,1038,0,1096,0,0,12,01.09,1002,91.42,47,4.29,35,3.19
Люберецкая городская,УИК №1501,1762,1600,0,798,157,645,157,798,19,936,0,0,75,7.85,754,78.95,60,6.28,47,4.92
Люберецкая городская,УИК №1502,1332,1350,0,1109,50,191,50,1109,0,1159,0,0,23,1.98,1055,91.03,46,3.97,35,03.02
Люберецкая городская,УИК №1503,1015,1050,0,484,102,464,102,484,11,575,0,0,45,7.68,500,85.32,10,1.71,20,3.41
Люберецкая городская,УИК №1504,1250,1200,0,983,54,163,54,983,5,1032,0,0,13,1.25,946,91.22,41,3.95,32,03.09
Люберецкая городская,УИК №1505,1094,1050,0,877,9,164,9,877,3,883,0,0,8,0.9,815,91.99,34,3.84,26,2.93
Люберецкая городская,УИК №1506,1184,1200,0,997,5,198,5,997,40,962,0,0,8,0.8,886,88.42,39,3.89,29,2.89
